index,reactant,reagent,product,catalyst,methanol_sty,time_h,temperature_c,pressure_bar,h2_co2_ratio,ghsv_h-1,catalyst_components_count,catalyst_primary_loading_wt,source_dataset
suvarna-819,O=C=O,[H][H],CO,[In].[Al],0.04,1.0,279.85,50.0,4.0,24000.0,2.0,4.8,suvarna
suvarna-820,O=C=O,[H][H],CO,[In],0.03996385714285715,1.0,249.85000000000002,40.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-821,O=C=O,[H][H],CO,[Cu].[Al],0.0399,1.0,279.85,360.0,3.8,10588.235294117647,2.0,18.0,suvarna
suvarna-822,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.03981235162762251,1.0,259.85,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-823,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],0.039808,1.0,249.85000000000002,30.0,3.0,10000.0,3.0,16.2,suvarna
suvarna-824,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],0.039648,1.0,269.85,30.0,3.0,10000.0,3.0,14.2,suvarna
suvarna-825,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.039299999999999995,1.0,219.85000000000002,40.0,3.0,1500.0,3.0,23.61,suvarna
suvarna-826,O=C=O,[H][H],CO,[Cu].[Zn],0.03904044074965944,1.0,199.85000000000002,30.0,3.0,2400.0,2.0,44.0,suvarna
suvarna-827,O=C=O,[H][H],CO,[In].[Al],0.039,1.0,249.85000000000002,40.0,3.0,21600.0,2.0,12.3,suvarna
suvarna-828,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.038932827972924154,1.0,199.85000000000002,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-829,O=C=O,[H][H],CO,[Pd].[Zn],0.038912,1.0,224.85000000000002,20.0,3.0,3600.0,2.0,5.0,suvarna
suvarna-830,O=C=O,[H][H],CO,[Pd].[Zn].[Al],0.038896204481046345,1.0,219.85000000000002,30.0,3.0,3600.0,3.0,2.0,suvarna
suvarna-831,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],0.038784,1.0,259.85,30.0,3.0,10000.0,3.0,14.2,suvarna
suvarna-832,O=C=O,[H][H],CO,[In].[Ga],0.03869625520110954,1.0,339.85,30.0,3.0,4500.0,2.0,24.0,suvarna
suvarna-833,O=C=O,[H][H],CO,[Cu].[Zr],0.0384,1.0,249.85000000000002,20.0,3.0,10800.0,2.0,28.0,suvarna
suvarna-834,O=C=O,[H][H],CO,[Pd].[Zn],0.03806270270270266,1.0,249.85000000000002,1.0,9.0,7500.0,2.0,10.9,suvarna
suvarna-835,O=C=O,[H][H],CO,[Cu].[Ti].[Pd],0.03801600000000001,1.0,249.85000000000002,41.0,3.0,3600.0,3.0,8.6,suvarna
suvarna-836,O=C=O,[H][H],CO,[Cu].[Al].[Ba],0.0371,1.0,169.85000000000002,360.0,3.8,10588.235294117647,3.0,17.099999999999998,suvarna
suvarna-837,O=C=O,[H][H],CO,[Pd].[Zn].[C],0.0370805370455111,1.0,249.85000000000002,30.0,3.0,1800.0,3.0,2.0,suvarna
suvarna-838,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],0.03696,1.0,259.85,30.0,3.0,10000.0,3.0,14.2,suvarna
suvarna-839,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.03660565494463083,1.0,239.85000000000002,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-840,O=C=O,[H][H],CO,[In],0.036593485714285716,1.0,249.85000000000002,40.0,4.0,9000.0,1.0,100.0,suvarna
suvarna-841,O=C=O,[H][H],CO,[Pd].[Ti],0.03648,1.0,199.85000000000002,20.0,3.0,3600.0,2.0,5.0,suvarna
suvarna-842,O=C=O,[H][H],CO,[In].[Ag],0.0364661191895266,1.0,224.85000000000002,50.0,4.0,21000.0,2.0,99.67,suvarna
suvarna-843,O=C=O,[H][H],CO,[In],0.0363539489323332,1.0,224.85000000000002,50.0,4.0,21000.0,1.0,100.0,suvarna
suvarna-844,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.03633142857142857,1.0,179.85000000000002,10.0,3.0,8800.0,3.0,27.0,suvarna
suvarna-845,O=C=O,[H][H],CO,[In].[Al],0.036,1.0,299.85,40.0,3.0,21600.0,2.0,6.2,suvarna
suvarna-846,O=C=O,[H][H],CO,[In],0.0357192922026947,1.0,224.85000000000002,50.0,4.0,21000.0,1.0,100.0,suvarna
suvarna-847,O=C=O,[H][H],CO,[Cu].[Si].[Pd],0.035712,1.0,249.85000000000002,41.0,3.0,3600.0,3.0,8.6,suvarna
suvarna-848,O=C=O,[H][H],CO,[Pd].[Si].[Cu],0.035712,1.0,249.85000000000002,41.0,3.0,3600.0,3.0,5.0,suvarna
suvarna-849,O=C=O,[H][H],CO,[Cu].[Al].[Ba],0.0355,1.0,259.85,30.0,3.8,10588.235294117647,3.0,17.099999999999998,suvarna
suvarna-850,O=C=O,[H][H],CO,[Pd].[Si].[Cu],0.035298807145710716,1.0,249.85000000000002,41.0,3.0,3600.0,3.0,7.0,suvarna
suvarna-851,O=C=O,[H][H],CO,[Cu].[Al],0.0352,1.0,259.85,360.0,3.8,10588.235294117647,2.0,18.0,suvarna
suvarna-852,O=C=O,[H][H],CO,[Pd].[Zn].[C],0.0350012396198323,1.0,249.85000000000002,30.0,3.0,1800.0,3.0,2.5,suvarna
suvarna-853,O=C=O,[H][H],CO,[Cu].[Al].[Ba],0.035,1.0,279.85,30.0,3.8,10588.235294117647,3.0,17.099999999999998,suvarna
suvarna-854,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.03495342857142857,1.0,239.85000000000002,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-855,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0349,1.0,219.85000000000002,40.0,3.0,1500.0,3.0,15.76,suvarna
suvarna-856,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[N],0.0348,1.0,199.85000000000002,30.0,3.0,2240.0,4.0,36.0,suvarna
suvarna-857,O=C=O,[H][H],CO,[Pd].[Zn],0.03459007816096051,1.0,274.85,1.0,9.0,7500.0,2.0,18.1,suvarna
suvarna-858,O=C=O,[H][H],CO,[Cu].[C].[In],0.034498141263940484,1.0,279.85,5.0,3.0,7500.0,3.0,8.4,suvarna
suvarna-859,O=C=O,[H][H],CO,[In],0.03414458983213664,1.0,239.85000000000002,30.0,3.0,7500.0,1.0,100.0,suvarna
suvarna-860,O=C=O,[H][H],CO,[In].[Zr],0.03406299679880075,1.0,249.85000000000002,1.0,3.0,6000.0,2.0,9.0,suvarna
suvarna-861,O=C=O,[H][H],CO,[In],0.033972267857142864,1.0,249.85000000000002,40.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-862,O=C=O,[H][H],CO,[Cu].[Al],0.0337,1.0,199.85000000000002,100.0,3.8,10588.235294117647,2.0,18.0,suvarna
suvarna-863,O=C=O,[H][H],CO,[In],0.0336124256062718,1.0,259.85,40.0,4.0,16000.0,1.0,100.0,suvarna
suvarna-864,O=C=O,[H][H],CO,[Cu].[Al].[Ba],0.0335,1.0,259.85,100.0,3.8,10588.235294117647,3.0,17.099999999999998,suvarna
suvarna-865,O=C=O,[H][H],CO,[Cu].[Zr].[C],0.0334,1.0,219.85000000000002,30.0,3.0,3600.0,3.0,12.3,suvarna
suvarna-866,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],0.033055999999999995,1.0,249.85000000000002,20.0,3.0,18000.0,3.0,6.8,suvarna
suvarna-867,O=C=O,[H][H],CO,[Pd].[Zn],0.033048324073549,1.0,249.85000000000002,30.0,3.0,1800.0,2.0,4.0,suvarna
suvarna-868,O=C=O,[H][H],CO,[Pd].[Zn],0.03285958644852499,1.0,224.85000000000002,1.0,9.0,7500.0,2.0,18.1,suvarna
suvarna-869,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Si],0.032434891128450605,1.0,259.85,20.0,3.0,15600.0,4.0,31.5,suvarna
suvarna-870,O=C=O,[H][H],CO,[Pd].[Si].[Cu],0.03225600000000001,1.0,249.85000000000002,41.0,3.0,3600.0,3.0,5.0,suvarna
suvarna-871,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[N],0.032256,1.0,199.85000000000002,30.0,3.0,2240.0,4.0,37.5,suvarna
suvarna-872,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],0.032096,1.0,249.85000000000002,30.0,3.0,10000.0,3.0,14.2,suvarna
suvarna-873,O=C=O,[H][H],CO,[Pd].[Zn],0.032064,1.0,224.85000000000002,20.0,3.0,3600.0,2.0,5.0,suvarna
suvarna-874,O=C=O,[H][H],CO,[In].[Ga],0.03205774807716552,1.0,319.85,30.0,3.0,4500.0,2.0,39.0,suvarna
suvarna-875,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Mg],0.0317406814234292,1.0,179.85000000000002,80.0,3.0,13200.0,4.0,56.26,suvarna
suvarna-876,O=C=O,[H][H],CO,[Cu].[Zn].[Zr].[Si],0.03169177450794222,1.0,259.85,20.0,3.0,15600.0,4.0,30.8,suvarna
suvarna-877,O=C=O,[H][H],CO,[Pd].[Si].[Cu],0.03168038353975229,1.0,249.85000000000002,41.0,3.0,3600.0,3.0,5.0,suvarna
suvarna-878,O=C=O,[H][H],CO,[Pd].[Zn].[C],0.0315965841879896,1.0,259.85,30.0,3.0,1800.0,3.0,2.0,suvarna
suvarna-879,O=C=O,[H][H],CO,[Cu].[Al].[Zn].[Zr].[Mn],0.031,1.0,249.85000000000002,20.0,3.0,2016.0,5.0,10.0,suvarna
suvarna-880,O=C=O,[H][H],CO,[In].[Al],0.031,1.0,249.85000000000002,40.0,3.0,21600.0,2.0,9.8,suvarna
suvarna-881,O=C=O,[H][H],CO,[Pd].[Zn].[C],0.0307976426123273,1.0,239.85000000000002,30.0,3.0,1800.0,3.0,2.0,suvarna
suvarna-882,O=C=O,[H][H],CO,[In],0.030087771428571424,1.0,249.85000000000002,40.0,2.0,9000.0,1.0,100.0,suvarna
suvarna-883,O=C=O,[H][H],CO,[Cu].[Al].[Ba],0.03,1.0,199.85000000000002,30.0,3.8,10588.235294117647,3.0,17.099999999999998,suvarna
suvarna-884,O=C=O,[H][H],CO,[In].[Ce],0.03,1.0,279.85,50.0,4.0,24000.0,2.0,5.1,suvarna
suvarna-885,O=C=O,[H][H],CO,[Cu].[Ti].[Pd],0.029952000000000003,1.0,249.85000000000002,41.0,3.0,3600.0,3.0,8.6,suvarna
suvarna-886,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.029935285714285716,1.0,239.85000000000002,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-887,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.029925642857142866,1.0,219.85000000000002,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-888,O=C=O,[H][H],CO,[Pd].[Zn].[Al],0.029612410431749767,1.0,179.85000000000002,30.0,3.0,3600.0,3.0,5.0,suvarna
suvarna-889,O=C=O,[H][H],CO,[In],0.029560305091019326,1.0,239.85000000000002,30.0,3.0,7500.0,1.0,100.0,suvarna
suvarna-890,O=C=O,[H][H],CO,[Pd].[Zn].[C],0.0295426462190935,1.0,259.85,30.0,3.0,1800.0,3.0,2.5,suvarna
suvarna-891,O=C=O,[H][H],CO,[In].[Ir],0.029524790512250963,1.0,199.85000000000002,50.0,4.0,21000.0,2.0,94.3,suvarna
suvarna-892,O=C=O,[H][H],CO,[Pd].[Zn].[C],0.029276253235869302,1.0,239.85000000000002,30.0,3.0,1800.0,3.0,2.5,suvarna
suvarna-893,O=C=O,[H][H],CO,[Pd].[Zn],0.02911135135135123,1.0,224.85000000000002,1.0,9.0,7500.0,2.0,10.9,suvarna
suvarna-894,O=C=O,[H][H],CO,[Cu].[Zr].[C],0.0289,1.0,219.85000000000002,30.0,3.0,3600.0,3.0,12.8,suvarna
suvarna-895,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.028839502399512936,1.0,259.85,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-896,O=C=O,[H][H],CO,[Cu].[S],0.0288,1.0,259.85,30.0,3.0,12000.0,2.0,8.4,suvarna
suvarna-897,O=C=O,[H][H],CO,[In].[Pt],0.028519711363224887,1.0,219.85000000000002,20.0,3.0,24000.0,2.0,99.42,suvarna
suvarna-898,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],0.028224,1.0,249.85000000000002,30.0,3.0,3000.0,3.0,10.0,suvarna
suvarna-899,O=C=O,[H][H],CO,[Cu].[Al].[Zn].[Zr].[Mn],0.028198198198198198,1.0,229.85000000000002,20.0,3.0,4320.0,5.0,10.0,suvarna
suvarna-900,O=C=O,[H][H],CO,[Cu].[S],0.0281,1.0,219.85000000000002,30.0,3.0,12000.0,2.0,8.4,suvarna
suvarna-901,O=C=O,[H][H],CO,[Pd].[Zn],0.028008102366223198,1.0,239.85000000000002,30.0,3.0,1800.0,2.0,4.0,suvarna
suvarna-902,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],0.028,1.0,229.85000000000002,30.0,3.0,3000.0,3.0,10.0,suvarna
suvarna-903,O=C=O,[H][H],CO,[In].[Ru],0.027925052628467,1.0,199.85000000000002,50.0,4.0,21000.0,2.0,99.0,suvarna
suvarna-904,O=C=O,[H][H],CO,[In].[Si].[Ni].[Al],0.027874564459930317,1.0,259.85,1.0,3.0,12000.0,4.0,3.5,suvarna
suvarna-905,O=C=O,[H][H],CO,[In].[Zr],0.027845372971231144,1.0,289.85,1.0,3.0,6000.0,2.0,9.0,suvarna
suvarna-906,O=C=O,[H][H],CO,[Cu].[S],0.027800000000000002,1.0,239.85000000000002,30.0,3.0,12000.0,2.0,8.4,suvarna
suvarna-907,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],0.027615999999999998,1.0,269.85,30.0,3.0,3000.0,3.0,10.0,suvarna
suvarna-908,O=C=O,[H][H],CO,[Pd].[Zn],0.027564430559530097,1.0,259.85,30.0,3.0,1800.0,2.0,4.0,suvarna
suvarna-909,O=C=O,[H][H],CO,[Pd].[Ce],0.027158033900570998,1.0,239.85000000000002,30.0,3.0,6000.0,2.0,1.96,suvarna
suvarna-910,O=C=O,[H][H],CO,[In].[Zr],0.02659071878477415,1.0,399.85,20.0,3.0,9000.0,2.0,20.0,suvarna
suvarna-911,O=C=O,[H][H],CO,[Cu].[Zn].[Ga],0.02656,1.0,249.85000000000002,30.0,3.0,10000.0,3.0,14.2,suvarna
suvarna-912,O=C=O,[H][H],CO,[In].[Ga],0.026554028495776077,1.0,319.85,30.0,3.0,4500.0,2.0,55.0,suvarna
suvarna-913,O=C=O,[H][H],CO,[In],0.026501645483631524,1.0,339.85,40.0,4.0,8000.0,1.0,100.0,suvarna
suvarna-914,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],0.0264,1.0,209.85000000000002,30.0,3.0,3000.0,3.0,10.0,suvarna
suvarna-915,O=C=O,[H][H],CO,[Pd].[Zn].[Al],0.026224768498096577,1.0,199.85000000000002,30.0,3.0,3600.0,3.0,2.0,suvarna
suvarna-916,O=C=O,[H][H],CO,[In],0.026095957977137856,1.0,239.85000000000002,30.0,3.0,7500.0,1.0,100.0,suvarna
suvarna-917,O=C=O,[H][H],CO,[Pd].[Zn],0.025452972972972863,1.0,224.85000000000002,1.0,9.0,7500.0,2.0,10.9,suvarna
suvarna-918,O=C=O,[H][H],CO,[In],0.02543142857142857,1.0,399.85,40.0,2.0,9000.0,1.0,100.0,suvarna
suvarna-919,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.025425,1.0,219.85000000000002,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-920,O=C=O,[H][H],CO,[In].[Ga],0.025419240953221504,1.0,339.85,30.0,3.0,4500.0,2.0,39.0,suvarna
suvarna-921,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0252,1.0,239.85000000000002,40.0,3.0,1500.0,3.0,6.94,suvarna
suvarna-922,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.0252,1.0,239.85000000000002,40.0,3.0,1500.0,3.0,37.0,suvarna
suvarna-923,O=C=O,[H][H],CO,[In].[Zr],0.02500103449384653,1.0,399.85,20.0,3.0,9000.0,2.0,20.0,suvarna
suvarna-924,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.02489142857142857,1.0,159.85000000000002,10.0,3.0,8800.0,3.0,31.0,suvarna
suvarna-925,O=C=O,[H][H],CO,[Pd].[Ce],0.024827082425609638,1.0,259.85,30.0,3.0,2400.0,2.0,5.0,suvarna
suvarna-926,O=C=O,[H][H],CO,[Pd].[Ce],0.0245883220913233,1.0,239.85000000000002,30.0,3.0,10000.0,2.0,1.96,suvarna
suvarna-927,O=C=O,[H][H],CO,[In].[Ga],0.024511410919177874,1.0,339.85,30.0,3.0,4500.0,2.0,12.0,suvarna
suvarna-928,O=C=O,[H][H],CO,[In].[Zr],0.02433032666811804,1.0,399.85,20.0,3.0,9000.0,2.0,20.0,suvarna
suvarna-929,O=C=O,[H][H],CO,[Cu].[Ti].[Pd],0.024192,1.0,249.85000000000002,41.0,3.0,3600.0,3.0,8.6,suvarna
suvarna-930,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.024053574815985444,1.0,239.85000000000002,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-931,O=C=O,[H][H],CO,[In],0.02374791952968413,1.0,239.85000000000002,30.0,3.0,7500.0,1.0,100.0,suvarna
suvarna-932,O=C=O,[H][H],CO,[Pd].[Ce],0.023642219597592717,1.0,249.85000000000002,30.0,3.0,2400.0,2.0,5.0,suvarna
suvarna-933,O=C=O,[H][H],CO,[Pd].[Ce],0.023420338114437,1.0,239.85000000000002,30.0,3.0,14000.0,2.0,1.96,suvarna
suvarna-934,O=C=O,[H][H],CO,[Cu].[Al],0.023100000000000002,1.0,279.85,30.0,3.8,10588.235294117647,2.0,18.0,suvarna
suvarna-935,O=C=O,[H][H],CO,[Pd].[S].[Cu],0.02304,1.0,249.85000000000002,41.0,3.0,3600.0,3.0,5.0,suvarna
suvarna-936,O=C=O,[H][H],CO,[Pd].[Zn],0.022728648648648573,1.0,249.85000000000002,1.0,9.0,7500.0,2.0,10.9,suvarna
suvarna-937,O=C=O,[H][H],CO,[Cu].[Al],0.022600000000000002,1.0,229.85000000000002,30.0,3.8,10588.235294117647,2.0,18.0,suvarna
suvarna-938,O=C=O,[H][H],CO,[In],0.022237097142857144,1.0,399.85,40.0,4.0,9000.0,1.0,100.0,suvarna
suvarna-939,O=C=O,[H][H],CO,[Cu].[Al],0.0222,1.0,259.85,100.0,3.8,10588.235294117647,2.0,18.0,suvarna
suvarna-940,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.021920876331151726,1.0,199.85000000000002,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-941,O=C=O,[H][H],CO,[In].[Ga],0.021901399571302396,1.0,339.85,30.0,3.0,4500.0,2.0,55.0,suvarna
suvarna-942,O=C=O,[H][H],CO,[Cu].[S],0.0212,1.0,279.85,30.0,3.0,12000.0,2.0,8.4,suvarna
suvarna-943,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],0.0208,1.0,269.85,30.0,3.0,3000.0,3.0,20.0,suvarna
suvarna-944,O=C=O,[H][H],CO,[Pd].[Zn],0.020627027027026942,1.0,274.85,1.0,9.0,7500.0,2.0,10.9,suvarna
suvarna-945,O=C=O,[H][H],CO,[Cu].[Al],0.0205,1.0,259.85,30.0,3.8,10588.235294117647,2.0,18.0,suvarna
suvarna-946,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.020224285714285715,1.0,159.85000000000002,10.0,3.0,8800.0,3.0,27.0,suvarna
suvarna-947,O=C=O,[H][H],CO,[Cu].[Al],0.0201,1.0,279.85,100.0,3.8,10588.235294117647,2.0,18.0,suvarna
suvarna-948,O=C=O,[H][H],CO,[In].[Ga],0.02008573950321514,1.0,319.85,30.0,3.0,4500.0,2.0,45.0,suvarna
suvarna-949,O=C=O,[H][H],CO,[Cu].[Al].[Zn].[Zr],0.019940000000000003,1.0,249.85000000000002,20.0,3.0,2016.0,4.0,10.0,suvarna
suvarna-950,O=C=O,[H][H],CO,[In],0.019838700000000004,1.0,399.85,40.0,3.0,9000.0,1.0,100.0,suvarna
suvarna-951,O=C=O,[H][H],CO,[Cu].[Zn].[Al],0.0198,1.0,219.85000000000002,40.0,3.0,1500.0,3.0,6.94,suvarna
suvarna-952,O=C=O,[H][H],CO,[Cu].[Ti].[Pd],0.019584000000000004,1.0,249.85000000000002,41.0,3.0,3600.0,3.0,8.6,suvarna
suvarna-953,O=C=O,[H][H],CO,[Cu].[Al],0.0195,1.0,169.85000000000002,100.0,3.8,10588.235294117647,2.0,18.0,suvarna
suvarna-954,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],0.019072,1.0,269.85,30.0,3.0,3000.0,3.0,5.0,suvarna
suvarna-955,O=C=O,[H][H],CO,[In].[Ga],0.018497036943638842,1.0,359.85,30.0,3.0,4500.0,2.0,24.0,suvarna
suvarna-956,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.018472500000000003,1.0,219.85000000000002,30.0,3.0,1800.0,3.0,37.0,suvarna
suvarna-957,O=C=O,[H][H],CO,[Pd].[Ti],0.018463999999999998,1.0,174.85000000000002,20.0,3.0,3600.0,2.0,5.0,suvarna
suvarna-958,O=C=O,[H][H],CO,[Cu].[Al].[K],0.0182,1.0,279.85,360.0,3.8,10588.235294117647,3.0,17.1,suvarna
suvarna-959,O=C=O,[H][H],CO,[In].[Al],0.018,1.0,249.85000000000002,40.0,3.0,21600.0,2.0,6.2,suvarna
suvarna-960,O=C=O,[H][H],CO,[Cu].[Ce],0.017920000000000002,1.0,269.85,30.0,3.0,3000.0,2.0,10.0,suvarna
suvarna-961,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],0.017792000000000002,1.0,249.85000000000002,30.0,3.0,3000.0,3.0,20.0,suvarna
suvarna-962,O=C=O,[H][H],CO,[In].[Pt],0.017681716518569465,1.0,219.85000000000002,20.0,3.0,24000.0,2.0,99.66,suvarna
suvarna-963,O=C=O,[H][H],CO,[Pd].[Ce],0.017598533455545302,1.0,279.85,30.0,3.0,2000.0,2.0,1.96,suvarna
suvarna-964,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],0.017568,1.0,249.85000000000002,30.0,3.0,3000.0,3.0,5.0,suvarna
suvarna-965,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],0.017504000000000002,1.0,229.85000000000002,30.0,3.0,3000.0,3.0,5.0,suvarna
suvarna-966,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],0.017376000000000003,1.0,209.85000000000002,30.0,3.0,3000.0,3.0,5.0,suvarna
suvarna-967,O=C=O,[H][H],CO,[In],0.01726236173840451,1.0,239.85000000000002,30.0,3.0,7500.0,1.0,100.0,suvarna
suvarna-968,O=C=O,[H][H],CO,[Cu].[Ce],0.017152,1.0,249.85000000000002,30.0,3.0,3000.0,2.0,10.0,suvarna
suvarna-969,O=C=O,[H][H],CO,[Cu].[Zn].[Zr],0.017146455778742634,1.0,259.85,20.0,3.0,15600.0,3.0,31.0,suvarna
suvarna-970,O=C=O,[H][H],CO,[Pd].[Si].[Cu],0.01710407239819005,1.0,249.85000000000002,41.0,1.0,3600.0,3.0,7.0,suvarna
suvarna-971,O=C=O,[H][H],CO,[In],0.016966837352580363,1.0,339.85,20.0,4.0,16000.0,1.0,100.0,suvarna
suvarna-972,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],0.016768,1.0,229.85000000000002,30.0,3.0,3000.0,3.0,20.0,suvarna
suvarna-973,O=C=O,[H][H],CO,[Pd].[Si].[Cu],0.0161266968325792,1.0,249.85000000000002,41.0,1.0,3600.0,3.0,5.0,suvarna
suvarna-974,O=C=O,[H][H],CO,[Cu].[Zn].[Pd].[Na],0.016,1.0,239.85000000000002,60.0,3.0,14800.0,4.0,17.0,suvarna
suvarna-975,O=C=O,[H][H],CO,[In],0.0158604425081463,1.0,224.85000000000002,50.0,4.0,21000.0,1.0,100.0,suvarna
suvarna-976,O=C=O,[H][H],CO,[Pd].[Si].[Cu],0.015670338451001662,1.0,249.85000000000002,41.0,3.0,3600.0,3.0,12.0,suvarna
suvarna-977,O=C=O,[H][H],CO,[Pd].[Ce],0.015105407882676399,1.0,259.85,30.0,3.0,2000.0,2.0,1.96,suvarna
suvarna-978,O=C=O,[H][H],CO,[Cu].[Ce],0.01504,1.0,229.85000000000002,30.0,3.0,3000.0,2.0,10.0,suvarna
suvarna-979,O=C=O,[H][H],CO,[Pd].[Zn],0.015024987375373708,1.0,199.85000000000002,1.0,9.0,7500.0,2.0,18.1,suvarna
suvarna-980,O=C=O,[H][H],CO,[Pd].[Ce],0.014928786538608322,1.0,229.85000000000002,30.0,3.0,2400.0,2.0,5.0,suvarna
suvarna-981,O=C=O,[H][H],CO,[Cu].[Al],0.0149,1.0,199.85000000000002,30.0,3.8,10588.235294117647,2.0,18.0,suvarna
suvarna-982,O=C=O,[H][H],CO,[In],0.01477445519286854,1.0,339.85,20.0,4.0,16000.0,1.0,100.0,suvarna
suvarna-983,O=C=O,[H][H],CO,[In].[Pt],0.014430411915011026,1.0,219.85000000000002,20.0,3.0,24000.0,2.0,99.97,suvarna
suvarna-984,O=C=O,[H][H],CO,[In].[Ce],0.014131344713818291,1.0,289.85,1.0,3.0,6000.0,2.0,9.0,suvarna
suvarna-985,O=C=O,[H][H],CO,[In].[Ga],0.014071365527676204,1.0,359.85,30.0,3.0,4500.0,2.0,39.0,suvarna
suvarna-986,O=C=O,[H][H],CO,[Pd].[Zn].[Al],0.013978091383559713,1.0,179.85000000000002,30.0,3.0,3600.0,3.0,2.0,suvarna
suvarna-987,O=C=O,[H][H],CO,[In].[Ga],0.01384440801916529,1.0,339.85,30.0,3.0,4500.0,2.0,45.0,suvarna
suvarna-988,O=C=O,[H][H],CO,[Cu].[Al].[Ba],0.013699999999999999,1.0,169.85000000000002,100.0,3.8,10588.235294117647,3.0,17.099999999999998,suvarna
suvarna-989,O=C=O,[H][H],CO,[Pd].[Si].[Cu],0.013683257918552032,1.0,249.85000000000002,41.0,1.0,3600.0,3.0,12.0,suvarna
suvarna-990,O=C=O,[H][H],CO,[Pd].[Zn],0.013504,1.0,199.85000000000002,20.0,3.0,3600.0,2.0,5.0,suvarna
suvarna-991,O=C=O,[H][H],CO,[Cu].[Ce].[Pd],0.013408,1.0,209.85000000000002,30.0,3.0,3000.0,3.0,20.0,suvarna
suvarna-992,O=C=O,[H][H],CO,[Pd].[Zn],0.013232432432432429,1.0,199.85000000000002,1.0,9.0,7500.0,2.0,10.9,suvarna
suvarna-993,O=C=O,[H][H],CO,[Cu].[Al],0.0132,1.0,169.85000000000002,30.0,3.8,10588.235294117647,2.0,18.0,suvarna
suvarna-994,O=C=O,[H][H],CO,[Cu].[Si],0.013099999999999999,1.0,269.85,50.0,3.0,6000.0,2.0,12.06,suvarna
suvarna-995,O=C=O,[H][H],CO,[Cu].[Si],0.013,1.0,259.85,50.0,3.0,6000.0,2.0,12.06,suvarna
suvarna-996,O=C=O,[H][H],CO,[Pd].[Zn],0.012843243243243223,1.0,199.85000000000002,1.0,9.0,7500.0,2.0,10.9,suvarna
suvarna-997,O=C=O,[H][H],CO,[Cu].[Zn].[Pd].[Na],0.0128,1.0,219.85000000000002,60.0,3.0,14800.0,4.0,17.0,suvarna
suvarna-998,O=C=O,[H][H],CO,[Pd].[Ti].[Zn],0.0128,1.0,199.85000000000002,20.0,3.0,3600.0,3.0,5.0,suvarna
suvarna-999,O=C=O,[H][H],CO,[Pd].[Si],0.01267,1.0,249.85000000000002,41.0,3.0,3600.0,2.0,2.0,suvarna
